CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD;coche;tren;andando;bici;preferente?
Madrid-Sur;28035494;CP INF-PRI-SEC;CARMEN CONDE;Calle Pedro Patiño, 3 ;Leganés;-;28914;916887595;916887595;cp.carmenconde.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28042826;CP INF-PRI-SEC;CIUDAD DE COLUMBIA;Sector Pueblos, 19 ;Tres Cantos;-;28760;918032800;918040934;cp.ciudaddecolumbia.trescantos@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28045074;CP INF-PRI-SEC;CIUDAD DE NEJAPA;Avenida De Los Labradores, 26 ;Tres Cantos;-;28760;918033835;918035367;cp.ciudaddenejapa.trescantos@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28073008;CP INF-PRI-SEC;CONSTITUCION DE 1812;Calle De León C/v C/ Valladolid, S/n ;Leganés;-;28914;912640023;912640009;cp.constitucionde1812.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28001137;CP INF-PRI-SEC;DANIEL MARTIN;Avenida Del Alcalde José Aranda, 45 ;Alcorcón;-;28923;916108191;916101196;cp.danielmartin.alcorcon@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28028854;CP INF-PRI-SEC;DIONISIO RIDRUEJO;Calle De Zipaquira, 14 ;Madrid;Hortaleza;28033;917639188;917639188;cp.dionisioridruej.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28010503;CP INF-PRI-SEC;DOCTOR CONDE ARRUGA;Calle De Hacienda De Pavones, 105 ;Madrid;Moratalaz;28030;917732393;917737286;cp.condearruga.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28060348;CP INF-PRI-SEC;EL CANTIZAL;Avenida De Atenas, S/n ;Rozas de Madrid, Las;-;28232;916030099;-;cp.elcantizal.lasrozas@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28057076;CP INF-PRI-SEC;EL ENCINAR;Calle Ribadesella, S/n ;Torrelodones;-;28250;918593112;918592885;cp.elencinar.torrelodones@educa.madrid.org;-;Público;;;;;
Madrid-Este;28037946;CP INF-PRI-SEC;EL OLIVAR;Avenida De Covibar, 3 ;Rivas-Vaciamadrid;-;28523;916663979;916663242;cp.elolivar.rivas@educa.madrid.org;cp.el.olivar1@centros2.pntic.mec.es;Público;;;;;
Madrid-Sur;28039761;CP INF-PRI-SEC;ENRIQUE TIERNO GALVAN;Avenida De Europa, 11 ;Fuenlabrada;-;28943;916060831;914921802;cp.tiernogalvan.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Este;28070718;CP INF-PRI-SEC;ERNEST HEMINGWAY;Calle Gonzalo Torrente Ballester, 74 ;Alcalá de Henares;-;28806;918784065;918303988;cp.ernesthemingway.alcala@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28021409;CP INF-PRI-SEC;ESPERANZA;Calle De Andorra, 12 ;Madrid;Hortaleza;28043;913003012;913003012;cp.esperanza.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28002026;CP INF-PRI-SEC;EUGENIO MURO;Carretera Rozas De Puerto Real, 20 ;Cadalso de los Vidrios;-;28640;918640158;918641288;cp.eugeniomuro.cadalso@educa.madrid.org;-;Público;;;;;
Madrid-Este;28002038;CP INF-PRI-SEC;FEDERICO GARCIA LORCA;Calle De La Huerta, S/n ;Camarma de Esteruelas;-;28816;913304556;-;cp.garcialorca.camarma@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28028830;CP INF-PRI-SEC;FRANCISCO DE QUEVEDO;Camino De Los Frailes, 6 ;Leganés;-;28914;916948222;916939224;cp.quevedo.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28063775;CP INF-PRI-SEC;GABRIELA MISTRAL;Calle De Mirallos, 3 ;Madrid;Fuencarral-El Pardo;28050;913586549;913586557;cp.gabrielamistral.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28063911;CP INF-PRI-SEC;GANDHI;Calle Jacinto Benavente, S/n ;Villaviciosa de Odón;-;28670;916163067;916164671;cp.gandhi.villaviciosa@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28049365;CP INF-PRI-SEC;GUINDALERA;Calle De Bóston, 1 ;Madrid;Salamanca;28028;917252437;-;cp.guindalera.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28023364;CP INF-PRI-SEC;ISABEL LA CATOLICA;Calle Vía Olímpica, S/n ;Navas del Rey;-;28695;918650536;918650790;cp.isabellacatolica.navas@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28025403;CP INF-PRI-SEC;JESUS ARAMBURU;Calle Del Jarama, 10 ;Valdetorres de Jarama;-;28150;918472060;-;cp.jesusaramburu.valdetorres@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28038082;CP INF-PRI-SEC;JOAQUIN COSTA;Calle Del Parque Grande, 1 ;Alcorcón;-;28924;916113435;916104905;cp.joaquincosta.alcorcon@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28074256;CP INF-PRI-SEC;JOSE DE ECHEGARAY;Calle De Puentedey, 14 ;Madrid;Villa de Vallecas;28051;911996781;911996782;cp.josedeechegaray.madrid@educa.madrid.org;cp.josedeechegaray.madrid@hotmail.com;Público;;;;;
Madrid-Capital;28071361;CP INF-PRI-SEC;JOSEP TARRADELLAS;Calle De Triacastela, 1 ;Madrid;Fuencarral-El Pardo;28050;914274125;914274161;cp.joseptarradellas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28023388;CP INF-PRI-SEC;JUAN DE GOYENECHE;Avenida Glasgow, 1 ;Nuevo Baztán;-;28514;918735070;-;cp.goyeneche.nuevobaztan@educa.madrid.org;-;Público;;;;;
Madrid-Este;28077348;CP INF-PRI-SEC;LA LUNA;Avenida De La Tierra, 2 ;Rivas-Vaciamadrid;-;28523;916665859;-;cp.laluna.rivas@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28040039;CP INF-PRI-SEC;LAURA GARCIA NOBLEJAS Y BRUNET;Calle Del Gral Sanz Marqués San Juan Puerto Rico, 11 ;Villaviciosa de Odón;-;28670;916163208;-;cp.garcianoblejas.villaviciosa2@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28069820;CP INF-PRI-SEC;LEOPOLDO CALVO-SOTELO;Calle De Puente La Reina, S/n ;Madrid;Fuencarral-El Pardo;28050;914273351;-;cp.leopoldocalvosotelo.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28023741;CP INF-PRI-SEC;LOS ANGELES;Calle Diego De Velázquez, 5 ;Pozuelo de Alarcón;-;28223;917116584;915180145;cp.losangeles.pozuelodealarcon@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28042814;CP INF-PRI-SEC;LOS JARALES-MONTERROZAS;Avenida Esparta, 54 ;Rozas de Madrid, Las;-;28232;916318490;916318490;cp.losjarales.lasrozas@educa.madrid.org;ceiplosjarales@telefonica.net;Público;;;;;
Madrid-Capital;28069169;CP INF-PRI-SEC;LOYOLA DE PALACIO;Calle Del Embalse De Navacerrada, 60 ;Madrid;Villa de Vallecas;28051;913851330;-;cp.loyoladepalacio.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28037508;CP INF-PRI-SEC;LUIS BUÑUEL;Calle De Jaén, 73 ;Alcobendas;-;28100;916512323;916638652;cp.luisbunuel.alcobendas@educa.madrid.org;cp.luisbunuel.alcobendas@educa.madrid.org;Público;;;;;
Madrid-Sur;28070691;CP INF-PRI-SEC;MAESTRO RODRIGO;Avenida Memorial De La Paz De Hiroshima, S/n ;Aranjuez;-;28300;918927841;918928169;cp.maestrorodrigo.aranjuez@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28063878;CP INF-PRI-SEC;MARIA MARTIN;Calle De Las Víctimas Del Terrorismo, S/n ;Navalcarnero;-;28600;918110110;918115517;cp.mariamartin.navalcarnero@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28057088;CP INF-PRI-SEC;MARIA MOLINER;Avenida Rioja, 14 ;Villanueva de la Cañada;-;28691;918155505;-;cp.mariamoliner.villanuevadelacanada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28031348;CP INF-PRI-SEC;MARIANO JOSE DE LARRA;Calle De Longares, 11 ;Madrid;San Blas-Canillejas;28022;913133789;917759574;cp.larra.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28066119;CP INF-PRI-SEC;MARIO VARGAS LLOSA;Avenida De Atenas, 48b ;Rozas de Madrid, Las;-;28232;916315884;916315884;cp.vargasllosa.lasrozas@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28002853;CP INF-PRI-SEC;MARTINA GARCIA;Avenida Julián Sánchez, 17 ;Fuente el Saz de Jarama;-;28140;916200825;916224053;cp.martinagarcia.fuenteelsaz@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28005866;CP INF-PRI-SEC;MEJICO;Avenida De Badajoz, 74 ;Madrid;Ciudad Lineal;28027;914035744;914045880;cp.mejico.madrid@educa.madrid.org;cp.mejico.madrid@educa.madrid.org;Público;;;;;
Madrid-Capital;28029123;CP INF-PRI-SEC;MESETA DE ORCASITAS;Calle Del Camino Viejo De Villaverde, 1 ;Madrid;Usera;28041;913413045;-;cp.mesetadeorcasitas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28025415;CP INF-PRI-SEC;MIGUEL DE CERVANTES;Calle Miguel Cervantes, 4 ;Valdilecha;-;28511;918738437;918738660;cp.cervantes.valdilecha@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28076307;CP INF-PRI-SEC;MIGUEL DE CERVANTES;Calle De Maritornes C/v Insula Malindrania ;Getafe;-;28906;910517794;910517842;cp.migueldecervantes.getafe@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28033679;CP INF-PRI-SEC;MIGUEL DE CERVANTES;Avenida De Villaviciosa, 7 ;Alcorcón;-;28922;916116198;916116569;cp.cervantes.alcorcon@educa.madrid.org;-;Público;;;;;
Madrid-Este;28023637;CP INF-PRI-SEC;NUESTRA SEÑORA DEL CASTILLO;Carretera De Morata, 7 ;Perales de Tajuña;-;28540;918748122;918748122;cp.castillo.perales@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28032584;CP INF-PRI-SEC;NUESTRA SEÑORA DEL ROSARIO;Calle Fuentecilla, 18 ;Valdemoro;-;28341;918953309;918094427;cp.rosario.valdemoro@educa.madrid.org;m.victoria.garcia.marcos@madrid.org;Público;;;;;
Madrid-Este;28000376;CP INF-PRI-SEC;NUESTRA SEÑORA DEL VAL;Calle Ávila, S/n ;Alcalá de Henares;-;28804;918893702;-;cp.val.alcala@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28031351;CP INF-PRI-SEC;PABLO PICASSO;Calle De Ángel Luis De La Herrán, 35 ;Madrid;Hortaleza;28043;913821795;917646297;cp.picasso.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28079451;CP INF-PRI-SEC;PADRE GARRALDA;Calle Sierra Nevada, 32 ;Villanueva de la Cañada;-;28691;918354980;-;cp.padregarralda.villanuevadelacanada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28006044;CP INF-PRI-SEC;PARQUE ALUCHE;Calle De Quero, 47 ;Madrid;Latina;28024;917178190;917178050;cp.parquealuche.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28060211;CP INF-PRI-SEC;PEDRO DUQUE;Calle De Marmolina, 5 ;Madrid;Vicálvaro;28032;917762363;917753209;cp.pedroduque.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28001952;CP INF-PRI-SEC;PEÑALTA;Calle Peñalta, S/n ;Buitrago del Lozoya;-;28730;918680107;918680186;cp.penalta.buitrago@educa.madrid.org;cp.penalta.buitrago@educa.madrid.org;Público;;;;;
Madrid-Sur;28028222;CP INF-PRI-SEC;PIO BAROJA;Avenida Europa, 10 ;Leganés;-;28916;916878687;916878687;cp.piobaroja.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28023273;CP INF-PRI-SEC;PRINCIPE DE ASTURIAS;Avenida Del Rosal, 2 ;Navacerrada;-;28491;918535129;918535213;cp.principeasturias.navacerrada@educa.madrid.org;-;Público;;;;;
Madrid-Oeste;28064160;CP INF-PRI-SEC;PRINCIPES DE ASTURIAS;Calle Atlántico Del Paular, 8 ;Pozuelo de Alarcón;-;28224;917140919;913515144;cp.principesdeasturias.pozuelodealarcon@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28073872;CP INF-PRI-SEC;PUERTA DE LA SIERRA;Calle Placer De Ver, S/n ;Venturada;-;28729;918439140;918439289;cp.puertadelasierra.venturada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28026067;CP INF-PRI-SEC;RAMON PEREZ DE AYALA;Calle De Motilla Del Palancar, 19 ;Madrid;Hortaleza;28043;917592205;917599412;cp.perezdeayala.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28038124;CP INF-PRI-SEC;ROSALIA DE CASTRO;Calle Rosa Luxemburgo, 2 ;Arganda del Rey;-;28500;918715575;918715283;cp.rosaliadecastro.arganda@educa.madrid.org;cp.rosaliadecastro.arganda@educa.madrid.org;Público;;;;;
Madrid-Capital;28082629;CP INF-PRI-SEC;RUDYARD KIPLING;Calle José Escobar Y Saliente, 50 ;Madrid;Vicálvaro;28052;911717085;-;cp.rudyardkipling.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28002981;CP INF-PRI-SEC;SAGRADO CORAZON;Calle Guadalajara, 2 ;Getafe;-;28901;916953007;916963091;cp.sagradocorazon.getafe@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28060270;CP INF-PRI-SEC;SALVADOR DALI;Calle De La Tia Javiera, S/n ;Fuenlabrada;-;28942;916046230;916047303;cp.salvadordali.fuenlabrada@educa.madrid.org;ceipsodali@gmail.com;Público;;;;;
Madrid-Este;28067604;CP INF-PRI-SEC;SALVADOR DE MADARIAGA;Calle La Lámpara, S/n ;Daganzo de Arriba;-;28814;918848589;918848590;cp.salvadordemadariaga.daganzo@educa.madrid.org;-;Público;;;;;
Madrid-Este;28000029;CP INF-PRI-SEC;SAN BLAS;Calle Víctor Hurtado, S/n ;Ajalvir;-;28864;918844589;-;cp.sanblas.ajalvir@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28025521;CP INF-PRI-SEC;SAN DAMASO;Calle Real Cañada Segoviana, S/n ;Villamanta;-;28610;918136370;-;cp.sandamaso.villamanta@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28001371;CP INF-PRI-SEC;SAN JOSE DE CALASANZ;Avenida De La Plaza De Toros, 32 ;Aranjuez;-;28300;918910771;-;cp.sanjosedecalasanz.aranjuez@educa.madrid.org;cp.sanjosedecalasanz.aranjuez@educa.madrid.org;Público;;;;;
Madrid-Sur;28067768;CP INF-PRI-SEC;SAN MIGUEL;Calle De Las Viñas, 9 ;Villamantilla;-;28609;918137521;918126010;cp.sanmiguel.villamantilla@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28063830;CP INF-PRI-SEC;SANSUEÑA;Plaza De La Cruz, 1 ;Talamanca de Jarama;-;28160;918417515;918417214;cp.sansuena.talamanca@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28067744;CP INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Calle Rodetas, 19 ;Chapinería;-;28694;918652735;-;cp.santoangeldelaguarda.chapineria@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28039669;CP INF-PRI-SEC;SANTO DOMINGO;Avenida Del Guadalix, 35 ;Algete;-;28120;916221690;-;cp.santodomingo.algete@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28002105;CP INF-PRI-SEC;SUAREZ SOMONTE;Calle De La Ronda Del Sur, 54 ;Cenicientos;-;28650;918642528;918642528;cp.suarezsomonte.cenicientos@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28064421;CP INF-PRI-SEC;TERESA DE CALCUTA;Calle Clara Campoamor, 3 ;San Sebastián de los Reyes;-;28702;916670474;916677312;cp.teresadecalcuta.sansebastian@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28042191;CP INF-PRI-SEC;VELAZQUEZ;Urbanizacion Nuevo Versalles, 16 ;Fuenlabrada;-;28942;916892040;914865728;cp.velazquez.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28022891;CP INF-PRI-SEC;VICENTE ALEIXANDRE;Avenida De La Constitución, 29 ;Miraflores de la Sierra;-;28792;918443873;918445212;cp.vicentealeixandre.miraflores@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28003791;CP INF-PRI-SEC;VICTOR PRADERA;Calle Monegros, 27 ;Leganés;-;28915;916886959;916873991;cp.victorpradera.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28002211;CP INF-PRI-SEC;VILLA DE COBEÑA;Calle De La Fuente, 17 ;Cobeña;-;28863;916208425;916208425;cp.villadecobena.cobena@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28031075;CP INF-PRI-SEC;VIRGEN DEL CORTIJO;Avenida De Manoteras, 41 ;Madrid;Hortaleza;28050;917661215;913844438;cp.cortijo.madrid@educa.madrid.org;-;Público;;;;;
;;;;;;;;;;;;;;;;;
ORDEN DE DATS Y DE LOCALIDADES CON MINUTOS EN COCHE PARA LLEGAR:;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
capital oeste norte sur este;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Madrid tetuan 9;;;;;;;;;;;;;;;;;
Madrid chamartin 12;;;;;;;;;;;;;;;;;
Madrid moncloa-aravaca 18;;;;;;;;;;;;;;;;;
Madrid fuencarral-elpardo 20;;;;;;;;;;;;;;;;;
Madrid chamberi 20;;;;;;;;;;;;;;;;;
Madrid centro 24;;;;;;;;;;;;;;;;;
pozuelo 18;;;;;;;;;;;;;;;;;
rozas 22;;;;;;;;;;;;;;;;;
majada 24;;;;;;;;;;;;;;;;;
Madrid Hortaleza 22;;;;;;;;;;;;;;;;;
Madrid salamanca 22;;;;;;;;;;;;;;;;;
Madrid latina 24;;;;;;;;;;;;;;;;;
Alcobendas 28;;;;;;;;;;;;;;;;;
pardillo 28 ;;;;;;;;;;;;;;;;;
Boadilla 26;;;;;;;;;;;;;;;;;
Madrid retiro 30;;;;;;;;;;;;;;;;;
Madrid barajas 30;;;;;;;;;;;;;;;;;
Torrelodones 28;;;;;;;;;;;;;;;;;
tres cantos 28;;;;;;;;;;;;;;;;;
odon 30;;;;;;;;;;;;;;;;;
Madrid sanblas 35;;;;;;;;;;;;;;;;;
Getafe 35;;;;;;;;;;;;;;;;;
Leganés 35;;;;;;;;;;;;;;;;;
Alpedrete 40;;;;;;;;;;;;;;;;;
Guadarrama 40;;;;;;;;;;;;;;;;;
